lon,lat,mes,ano,prev_1_mes,prev_2_meses,prev_3_meses,regiao_hidro,Real,inter_pr_1,inter_pr_2,inter_pr_3
-39.75,-3.25,4,2011,153.38669,51.214203,37.744377,Bacia do Litoral,285.95,100.1 a 200,50.1 a 100,0 a 50
-39.5,-3.25,4,2011,85.78776,17.981848,30.506744,Bacia do Litoral,87.45,50.1 a 100,0 a 50,0 a 50
-40.0,-3.0,4,2011,155.29695,60.244923,36.753235,Bacia do Litoral,378.85,100.1 a 200,50.1 a 100,0 a 50
-39.75,-3.0,4,2011,155.66344,60.292316,41.83545,Bacia do Litoral,374.53,100.1 a 200,50.1 a 100,0 a 50
-38.75,-6.25,4,2011,134.01033,42.130722,35.212845,Bacia do Medio Jaguaribe,148.94,100.1 a 200,0 a 50,0 a 50
-39.0,-6.0,4,2011,149.77605,45.566338,36.944027,Bacia do Medio Jaguaribe,145.79,100.1 a 200,0 a 50,0 a 50
-38.75,-6.0,4,2011,147.21732,48.64633,36.384914,Bacia do Medio Jaguaribe,156.99,100.1 a 200,0 a 50,0 a 50
-38.5,-6.0,4,2011,151.8456,55.711285,37.70974,Bacia do Medio Jaguaribe,179.87,100.1 a 200,50.1 a 100,0 a 50
-38.25,-6.0,4,2011,140.03506,55.440655,36.755066,Bacia do Medio Jaguaribe,167.8,100.1 a 200,50.1 a 100,0 a 50
-39.25,-5.75,4,2011,152.31435,38.303604,33.09994,Bacia do Medio Jaguaribe,179.92,100.1 a 200,0 a 50,0 a 50
-39.0,-5.75,4,2011,153.2245,39.69698,33.710533,Bacia do Medio Jaguaribe,149.1,100.1 a 200,0 a 50,0 a 50
-38.75,-5.75,4,2011,139.7914,42.172657,33.999756,Bacia do Medio Jaguaribe,148.22,100.1 a 200,0 a 50,0 a 50
-38.5,-5.75,4,2011,142.82552,51.49104,36.22405,Bacia do Medio Jaguaribe,164.46,100.1 a 200,50.1 a 100,0 a 50
-38.25,-5.75,4,2011,139.78268,52.67706,36.667637,Bacia do Medio Jaguaribe,164.59,100.1 a 200,50.1 a 100,0 a 50
-38.75,-5.5,4,2011,127.64158,38.072285,34.169483,Bacia do Medio Jaguaribe,147.59,100.1 a 200,0 a 50,0 a 50
-38.5,-5.5,4,2011,139.97949,51.446026,36.393776,Bacia do Medio Jaguaribe,157.34,100.1 a 200,50.1 a 100,0 a 50
-38.25,-5.5,4,2011,132.22905,51.604576,35.76961,Bacia do Medio Jaguaribe,178.67,100.1 a 200,50.1 a 100,0 a 50
-38.0,-5.5,4,2011,133.1263,52.56614,35.23941,Bacia do Medio Jaguaribe,204.99,100.1 a 200,50.1 a 100,0 a 50
-38.25,-5.25,4,2011,121.98544,44.573536,34.38463,Bacia do Medio Jaguaribe,212.31,100.1 a 200,0 a 50,0 a 50
-39.0,-7.75,4,2011,88.423935,18.508303,26.927275,Bacia do Salgado,199.01,50.1 a 100,0 a 50,0 a 50
-39.25,-7.5,4,2011,101.04496,16.041126,25.201303,Bacia do Salgado,204.29,100.1 a 200,0 a 50,0 a 50
-39.0,-7.5,4,2011,98.71324,19.750956,28.21074,Bacia do Salgado,224.86,50.1 a 100,0 a 50,0 a 50
-38.75,-7.5,4,2011,100.12489,24.868189,27.878849,Bacia do Salgado,222.54,100.1 a 200,0 a 50,0 a 50
-39.5,-7.25,4,2011,98.614655,20.494356,21.555574,Bacia do Salgado,178.76,50.1 a 100,0 a 50,0 a 50
-39.25,-7.25,4,2011,99.536934,24.138094,24.887196,Bacia do Salgado,224.6,50.1 a 100,0 a 50,0 a 50
-39.0,-7.25,4,2011,99.93178,23.919722,26.220469,Bacia do Salgado,281.49,50.1 a 100,0 a 50,0 a 50
-38.75,-7.25,4,2011,101.69516,33.079952,25.675423,Bacia do Salgado,290.49,100.1 a 200,0 a 50,0 a 50
-39.25,-7.0,4,2011,114.75478,30.028078,26.061241,Bacia do Salgado,257.2,100.1 a 200,0 a 50,0 a 50
-39.0,-7.0,4,2011,112.224594,33.294838,24.851646,Bacia do Salgado,235.8,100.1 a 200,0 a 50,0 a 50
-38.75,-7.0,4,2011,110.615974,42.396324,24.5516,Bacia do Salgado,244.43,100.1 a 200,0 a 50,0 a 50
-39.25,-6.75,4,2011,128.47978,42.10508,28.453295,Bacia do Salgado,224.26,100.1 a 200,0 a 50,0 a 50
-39.0,-6.75,4,2011,130.27094,41.439655,30.512978,Bacia do Salgado,168.88,100.1 a 200,0 a 50,0 a 50
-38.75,-6.75,4,2011,130.38968,47.703197,29.501938,Bacia do Salgado,192.47,100.1 a 200,0 a 50,0 a 50
-39.0,-6.5,4,2011,147.89835,43.685135,33.158737,Bacia do Salgado,171.47,100.1 a 200,0 a 50,0 a 50
-38.75,-6.5,4,2011,135.04405,46.393265,31.331882,Bacia do Salgado,169.37,100.1 a 200,0 a 50,0 a 50
-40.75,-6.0,4,2011,108.50807,9.252534,19.772177,Bacia dos Sertões de Crateús,123.45,100.1 a 200,0 a 50,0 a 50
-40.75,-5.75,4,2011,111.294266,6.923546,20.062254,Bacia dos Sertões de Crateús,151.11,100.1 a 200,0 a 50,0 a 50
-40.5,-5.75,4,2011,92.496475,5.8131914,19.769276,Bacia dos Sertões de Crateús,107.35,50.1 a 100,0 a 50,0 a 50
-40.75,-5.5,4,2011,111.294266,6.923546,20.231981,Bacia dos Sertões de Crateús,150.84,100.1 a 200,0 a 50,0 a 50
-40.5,-5.5,4,2011,92.496475,5.948714,19.939003,Bacia dos Sertões de Crateús,138.16,50.1 a 100,0 a 50,0 a 50
-40.25,-5.5,4,2011,93.810974,6.577224,19.136831,Bacia dos Sertões de Crateús,120.04,50.1 a 100,0 a 50,0 a 50
-40.75,-5.25,4,2011,126.71151,25.014082,21.311914,Bacia dos Sertões de Crateús,189.61,100.1 a 200,0 a 50,0 a 50
-40.5,-5.25,4,2011,97.34681,13.962088,21.018936,Bacia dos Sertões de Crateús,162.41,50.1 a 100,0 a 50,0 a 50
-40.25,-5.25,4,2011,93.351654,10.014048,20.253813,Bacia dos Sertões de Crateús,147.19,50.1 a 100,0 a 50,0 a 50
-40.75,-5.0,4,2011,127.1857,27.545368,23.279566,Bacia dos Sertões de Crateús,189.84,100.1 a 200,0 a 50,0 a 50
-40.5,-5.0,4,2011,121.94635,23.458557,21.730875,Bacia dos Sertões de Crateús,190.52,100.1 a 200,0 a 50,0 a 50
-40.25,-5.0,4,2011,99.21657,10.014048,20.47357,Bacia dos Sertões de Crateús,169.09,50.1 a 100,0 a 50,0 a 50
-40.75,-4.75,4,2011,147.73889,35.95395,25.645342,Bacia dos Sertões de Crateús,215.77,100.1 a 200,0 a 50,0 a 50
-39.25,-4.75,5,2011,51.153954,39.239223,11.536004,Bacia Metropolitana,70.34,50.1 a 100,0 a 50,0 a 50
-39.0,-4.75,5,2011,49.150887,31.049799,11.938721,Bacia Metropolitana,70.08,0 a 50,0 a 50,0 a 50
-38.75,-4.75,5,2011,49.150887,33.156216,13.033407,Bacia Metropolitana,71.02,0 a 50,0 a 50,0 a 50
-38.5,-4.75,5,2011,48.860394,34.37073,12.625254,Bacia Metropolitana,83.75,0 a 50,0 a 50,0 a 50
-39.0,-4.5,5,2011,54.8067,33.17924,12.860716,Bacia Metropolitana,92.09,50.1 a 100,0 a 50,0 a 50
-38.75,-4.5,5,2011,57.865654,42.028187,13.955402,Bacia Metropolitana,75.93,50.1 a 100,0 a 50,0 a 50
-38.5,-4.5,5,2011,58.620132,42.331463,13.429506,Bacia Metropolitana,87.94,50.1 a 100,0 a 50,0 a 50
-38.25,-4.5,5,2011,49.54042,37.758327,13.429506,Bacia Metropolitana,108.9,0 a 50,0 a 50,0 a 50
-38.0,-4.5,5,2011,52.468906,36.962585,11.694986,Bacia Metropolitana,101.59,50.1 a 100,0 a 50,0 a 50
-38.75,-4.25,5,2011,73.373764,49.371273,22.461246,Bacia Metropolitana,129.64,50.1 a 100,0 a 50,0 a 50
-38.5,-4.25,5,2011,67.95577,46.995743,17.344383,Bacia Metropolitana,116.39,50.1 a 100,0 a 50,0 a 50
-38.25,-4.25,5,2011,80.549324,53.612343,17.931046,Bacia Metropolitana,153.48,50.1 a 100,50.1 a 100,0 a 50
-38.75,-4.0,5,2011,59.109184,40.445473,20.56112,Bacia Metropolitana,123.61,50.1 a 100,0 a 50,0 a 50
-38.5,-4.0,5,2011,83.76563,54.51069,20.914156,Bacia Metropolitana,162.0,50.1 a 100,50.1 a 100,0 a 50
-38.25,-4.0,5,2011,74.59306,53.20898,18.008753,Bacia Metropolitana,147.97,50.1 a 100,50.1 a 100,0 a 50
-39.0,-3.75,5,2011,48.688976,31.957136,11.602203,Bacia Metropolitana,70.97,0 a 50,0 a 50,0 a 50
-38.75,-3.75,5,2011,55.884525,37.41251,14.270468,Bacia Metropolitana,91.24,50.1 a 100,0 a 50,0 a 50
-38.5,-3.75,5,2011,89.52793,50.639214,19.893261,Bacia Metropolitana,155.34,50.1 a 100,50.1 a 100,0 a 50
-39.0,-3.5,5,2011,36.7391,15.827449,5.70819,Bacia Metropolitana,40.21,0 a 50,0 a 50,0 a 50
-41.0,-5.0,5,2011,19.678291,22.366756,4.138622,Bacia da Serra da Ibiapaba,26.98,0 a 50,0 a 50,0 a 50
-41.0,-4.75,5,2011,29.009756,29.158524,5.972435,Bacia da Serra da Ibiapaba,38.87,0 a 50,0 a 50,0 a 50
-41.0,-4.5,5,2011,32.805,32.77165,6.977184,Bacia da Serra da Ibiapaba,19.85,0 a 50,0 a 50,0 a 50
-41.0,-4.25,5,2011,45.18424,40.2767,9.356974,Bacia da Serra da Ibiapaba,31.56,0 a 50,0 a 50,0 a 50
-41.0,-4.0,5,2011,49.73076,34.25246,9.329504,Bacia da Serra da Ibiapaba,41.25,0 a 50,0 a 50,0 a 50
-41.25,-3.75,5,2011,46.717964,41.08443,10.756979,Bacia da Serra da Ibiapaba,39.89,0 a 50,0 a 50,0 a 50
-41.25,-3.5,5,2011,44.165226,40.425022,14.709305,Bacia da Serra da Ibiapaba,56.09,0 a 50,0 a 50,0 a 50
-40.5,-4.75,5,2011,28.120575,28.854834,4.0645714,Bacia do Acaraú,31.45,0 a 50,0 a 50,0 a 50
-40.25,-4.75,5,2011,24.978107,22.089512,2.278058,Bacia do Acaraú,18.75,0 a 50,0 a 50,0 a 50
-40.75,-4.5,5,2011,44.31435,39.934788,8.819725,Bacia do Acaraú,37.14,0 a 50,0 a 50,0 a 50
-40.5,-4.5,5,2011,39.839684,41.462116,7.200947,Bacia do Acaraú,28.67,0 a 50,0 a 50,0 a 50
-40.25,-4.5,5,2011,33.327908,36.340004,3.2785664,Bacia do Acaraú,34.54,0 a 50,0 a 50,0 a 50
-40.0,-4.5,5,2011,31.471989,25.924845,4.88068,Bacia do Acaraú,23.06,0 a 50,0 a 50,0 a 50
-40.75,-4.25,5,2011,43.550068,45.70913,9.436914,Bacia do Acaraú,39.08,0 a 50,0 a 50,0 a 50
-40.5,-4.25,5,2011,42.775818,35.283,6.330916,Bacia do Acaraú,31.54,0 a 50,0 a 50,0 a 50
-40.25,-4.25,5,2011,32.13158,28.8529,3.2135954,Bacia do Acaraú,36.54,0 a 50,0 a 50,0 a 50
-40.0,-4.25,5,2011,28.912703,27.447624,3.675384,Bacia do Acaraú,36.5,0 a 50,0 a 50,0 a 50
-40.75,-4.0,5,2011,49.169075,39.409027,11.486845,Bacia do Acaraú,49.92,0 a 50,0 a 50,0 a 50
-40.5,-4.0,5,2011,41.391758,34.70547,8.396189,Bacia do Acaraú,49.13,0 a 50,0 a 50,0 a 50
-40.25,-4.0,5,2011,30.998718,28.987719,2.9748082,Bacia do Acaraú,38.49,0 a 50,0 a 50,0 a 50
-40.5,-3.75,5,2011,35.978405,26.897017,7.9064183,Bacia do Acaraú,54.6,0 a 50,0 a 50,0 a 50
-40.5,-3.5,5,2011,48.32209,34.6203,10.952872,Bacia do Acaraú,87.4,0 a 50,0 a 50,0 a 50
-40.25,-3.5,5,2011,29.881126,23.323221,1.7273861,Bacia do Acaraú,58.95,0 a 50,0 a 50,0 a 50
-40.25,-3.25,5,2011,34.04249,29.214428,2.0147848,Bacia do Acaraú,62.9,0 a 50,0 a 50,0 a 50
-40.5,-7.25,5,2011,12.387872,11.677052,4.8277335,Bacia do Alto Jaguaribe,8.4,0 a 50,0 a 50,0 a 50
-40.25,-7.25,5,2011,11.579454,13.477079,0.94844425,Bacia do Alto Jaguaribe,16.77,0 a 50,0 a 50,0 a 50
-39.75,-7.25,5,2011,18.92346,29.086397,3.2481263,Bacia do Alto Jaguaribe,39.58,0 a 50,0 a 50,0 a 50
-40.25,-7.0,5,2011,11.106279,12.764183,1.7757778,Bacia do Alto Jaguaribe,10.85,0 a 50,0 a 50,0 a 50
-40.0,-7.0,5,2011,21.48904,12.62362,2.8392763,Bacia do Alto Jaguaribe,20.06,0 a 50,0 a 50,0 a 50
-39.75,-7.0,5,2011,27.509209,30.02499,8.109239,Bacia do Alto Jaguaribe,25.66,0 a 50,0 a 50,0 a 50
-39.5,-7.0,5,2011,25.130236,29.559671,7.148857,Bacia do Alto Jaguaribe,29.23,0 a 50,0 a 50,0 a 50
-40.25,-6.75,5,2011,7.9164243,10.711695,0.71432817,Bacia do Alto Jaguaribe,12.97,0 a 50,0 a 50,0 a 50
-40.0,-6.75,5,2011,14.802701,16.338211,2.813508,Bacia do Alto Jaguaribe,14.9,0 a 50,0 a 50,0 a 50
-39.75,-6.75,5,2011,24.367071,26.226917,5.729901,Bacia do Alto Jaguaribe,22.37,0 a 50,0 a 50,0 a 50
-39.5,-6.75,5,2011,21.112669,34.318394,5.163599,Bacia do Alto Jaguaribe,35.21,0 a 50,0 a 50,0 a 50
-40.75,-6.5,5,2011,8.3959875,11.716955,1.213785,Bacia do Alto Jaguaribe,27.07,0 a 50,0 a 50,0 a 50
-39.75,-6.5,5,2011,19.729448,31.684717,3.1106923,Bacia do Alto Jaguaribe,48.66,0 a 50,0 a 50,0 a 50
-39.5,-6.5,5,2011,19.710718,37.81171,4.770192,Bacia do Alto Jaguaribe,54.64,0 a 50,0 a 50,0 a 50
-39.25,-6.5,5,2011,17.158518,39.57591,5.7299953,Bacia do Alto Jaguaribe,63.65,0 a 50,0 a 50,0 a 50
-40.75,-6.25,5,2011,13.345463,10.166593,1.3713328,Bacia do Alto Jaguaribe,30.24,0 a 50,0 a 50,0 a 50
-40.5,-6.25,5,2011,12.312216,9.4870825,0.67070144,Bacia do Alto Jaguaribe,22.65,0 a 50,0 a 50,0 a 50
-40.0,-6.25,5,2011,17.39447,22.2639,0.47427312,Bacia do Alto Jaguaribe,43.95,0 a 50,0 a 50,0 a 50
-39.75,-6.25,5,2011,21.467632,38.110783,8.117677,Bacia do Alto Jaguaribe,83.93,0 a 50,0 a 50,0 a 50
-39.5,-6.25,5,2011,22.163687,37.176094,7.4981475,Bacia do Alto Jaguaribe,83.63,0 a 50,0 a 50,0 a 50
-39.25,-6.25,5,2011,23.743881,30.845274,8.145398,Bacia do Alto Jaguaribe,69.47,0 a 50,0 a 50,0 a 50
-39.0,-6.25,5,2011,24.441357,35.123543,9.48082,Bacia do Alto Jaguaribe,81.67,0 a 50,0 a 50,0 a 50
-40.5,-6.0,5,2011,14.986371,11.763978,1.8952259,Bacia do Alto Jaguaribe,26.04,0 a 50,0 a 50,0 a 50
-40.0,-6.0,5,2011,19.386421,16.847946,1.1404407,Bacia do Alto Jaguaribe,61.91,0 a 50,0 a 50,0 a 50
-39.5,-6.0,5,2011,34.598537,40.295418,9.971279,Bacia do Alto Jaguaribe,90.52,0 a 50,0 a 50,0 a 50
-39.25,-6.0,5,2011,32.72969,38.56929,11.43543,Bacia do Alto Jaguaribe,78.74,0 a 50,0 a 50,0 a 50
-38.0,-5.25,5,2011,41.745728,34.19664,9.124859,Bacia do Baixo Jaguaribe,62.69,0 a 50,0 a 50,0 a 50
-38.25,-5.0,5,2011,49.694855,39.484337,10.375811,Bacia do Baixo Jaguaribe,66.32,0 a 50,0 a 50,0 a 50
-38.0,-5.0,5,2011,47.081184,39.267895,9.062189,Bacia do Baixo Jaguaribe,70.03,0 a 50,0 a 50,0 a 50
-37.75,-5.0,5,2011,51.829273,42.668106,8.889849,Bacia do Baixo Jaguaribe,84.25,50.1 a 100,0 a 50,0 a 50
-38.25,-4.75,5,2011,52.1776,40.153378,12.625254,Bacia do Baixo Jaguaribe,80.43,50.1 a 100,0 a 50,0 a 50
-38.0,-4.75,5,2011,51.058163,38.83876,11.429371,Bacia do Baixo Jaguaribe,67.54,50.1 a 100,0 a 50,0 a 50
-37.75,-4.75,5,2011,51.94076,33.952877,11.235794,Bacia do Baixo Jaguaribe,86.0,50.1 a 100,0 a 50,0 a 50
-37.5,-4.75,5,2011,61.89794,45.73995,12.718109,Bacia do Baixo Jaguaribe,102.83,50.1 a 100,0 a 50,0 a 50
-37.75,-4.5,5,2011,58.689613,41.60803,11.880341,Bacia do Baixo Jaguaribe,118.47,50.1 a 100,0 a 50,0 a 50
-39.75,-6.0,5,2011,31.785294,29.524204,8.311778,Bacia do Banabuiú,85.14,0 a 50,0 a 50,0 a 50
-40.0,-5.75,5,2011,18.372932,24.265059,1.6217349,Bacia do Banabuiú,39.64,0 a 50,0 a 50,0 a 50
-39.75,-5.75,5,2011,36.07806,37.96287,10.065183,Bacia do Banabuiú,82.32,0 a 50,0 a 50,0 a 50
-39.5,-5.75,5,2011,36.739567,41.98344,10.32242,Bacia do Banabuiú,89.78,0 a 50,0 a 50,0 a 50
-40.0,-5.5,5,2011,20.599224,21.31737,1.4021604,Bacia do Banabuiú,29.41,0 a 50,0 a 50,0 a 50
-39.75,-5.5,5,2011,42.617386,37.502445,9.994936,Bacia do Banabuiú,82.3,0 a 50,0 a 50,0 a 50
-39.5,-5.5,5,2011,44.464375,40.80369,10.391084,Bacia do Banabuiú,97.76,0 a 50,0 a 50,0 a 50
-39.25,-5.5,5,2011,43.739666,45.523926,12.034802,Bacia do Banabuiú,96.65,0 a 50,0 a 50,0 a 50
-39.0,-5.5,5,2011,36.37441,43.18231,10.198666,Bacia do Banabuiú,101.11,0 a 50,0 a 50,0 a 50
-40.0,-5.25,5,2011,34.99158,27.523462,2.5187094,Bacia do Banabuiú,57.63,0 a 50,0 a 50,0 a 50
-39.75,-5.25,5,2011,50.7895,39.312164,10.55925,Bacia do Banabuiú,77.06,50.1 a 100,0 a 50,0 a 50
-39.5,-5.25,5,2011,54.741737,36.983173,11.103862,Bacia do Banabuiú,84.09,50.1 a 100,0 a 50,0 a 50
-39.25,-5.25,5,2011,50.06402,39.424248,10.178775,Bacia do Banabuiú,101.78,50.1 a 100,0 a 50,0 a 50
-39.0,-5.25,5,2011,37.375484,27.542244,10.491037,Bacia do Banabuiú,99.54,0 a 50,0 a 50,0 a 50
-38.75,-5.25,5,2011,37.308174,29.648674,11.140615,Bacia do Banabuiú,102.12,0 a 50,0 a 50,0 a 50
-38.5,-5.25,5,2011,40.928143,32.978935,10.493082,Bacia do Banabuiú,97.65,0 a 50,0 a 50,0 a 50
-40.0,-5.0,5,2011,35.51151,27.541567,2.9125273,Bacia do Banabuiú,58.79,0 a 50,0 a 50,0 a 50
-39.75,-5.0,5,2011,51.206722,39.037315,8.168872,Bacia do Banabuiú,57.89,50.1 a 100,0 a 50,0 a 50
-39.5,-5.0,5,2011,53.529217,33.0843,8.629991,Bacia do Banabuiú,70.24,50.1 a 100,0 a 50,0 a 50
-39.25,-5.0,5,2011,45.25511,34.37522,10.051126,Bacia do Banabuiú,82.56,0 a 50,0 a 50,0 a 50
-39.0,-5.0,5,2011,46.735447,30.931627,10.346483,Bacia do Banabuiú,91.07,0 a 50,0 a 50,0 a 50
-38.75,-5.0,5,2011,42.767822,32.78391,11.103424,Bacia do Banabuiú,89.78,0 a 50,0 a 50,0 a 50
-38.5,-5.0,5,2011,42.767822,32.71517,10.47233,Bacia do Banabuiú,72.7,0 a 50,0 a 50,0 a 50
-40.0,-4.75,5,2011,38.061264,23.562288,4.279662,Bacia do Banabuiú,29.47,0 a 50,0 a 50,0 a 50
-39.75,-4.75,5,2011,48.127216,32.94741,9.801161,Bacia do Banabuiú,48.9,0 a 50,0 a 50,0 a 50
-39.5,-4.75,5,2011,43.984486,30.02375,9.849889,Bacia do Banabuiú,54.65,0 a 50,0 a 50,0 a 50
-39.5,-4.5,5,2011,50.024593,40.845177,10.222723,Bacia do Banabuiú,61.57,50.1 a 100,0 a 50,0 a 50
-41.0,-3.75,5,2011,42.47192,39.214092,7.536497,Bacia do Coreaú,44.51,0 a 50,0 a 50,0 a 50
-40.75,-3.75,5,2011,38.733555,33.16847,13.309137,Bacia do Coreaú,51.86,0 a 50,0 a 50,0 a 50
-41.0,-3.5,5,2011,37.17417,33.087337,12.928552,Bacia do Coreaú,72.12,0 a 50,0 a 50,0 a 50
-40.75,-3.5,5,2011,40.834496,38.977016,16.030819,Bacia do Coreaú,77.81,0 a 50,0 a 50,0 a 50
-41.25,-3.25,5,2011,43.90229,36.49178,13.234906,Bacia do Coreaú,74.42,0 a 50,0 a 50,0 a 50
-41.0,-3.25,5,2011,41.096504,31.61686,10.4271965,Bacia do Coreaú,74.91,0 a 50,0 a 50,0 a 50
-40.75,-3.25,5,2011,39.835724,34.59623,10.114162,Bacia do Coreaú,65.05,0 a 50,0 a 50,0 a 50
-40.5,-3.25,5,2011,39.00706,33.08981,6.6878414,Bacia do Coreaú,59.61,0 a 50,0 a 50,0 a 50
-41.25,-3.0,5,2011,50.41745,35.21884,12.270282,Bacia do Coreaú,134.21,50.1 a 100,0 a 50,0 a 50
-41.0,-3.0,5,2011,44.06596,31.722994,10.513048,Bacia do Coreaú,103.52,0 a 50,0 a 50,0 a 50
-40.75,-3.0,5,2011,41.74267,32.535583,7.7416873,Bacia do Coreaú,93.38,0 a 50,0 a 50,0 a 50
-40.5,-3.0,5,2011,43.706284,34.229324,8.413412,Bacia do Coreaú,68.63,0 a 50,0 a 50,0 a 50
-40.25,-3.0,5,2011,48.316795,36.104492,9.315565,Bacia do Coreaú,72.44,0 a 50,0 a 50,0 a 50
-39.75,-4.5,5,2011,45.299213,34.70865,8.842704,Bacia do Curu,39.95,0 a 50,0 a 50,0 a 50
-39.25,-4.5,5,2011,47.458916,41.619,10.644878,Bacia do Curu,62.76,0 a 50,0 a 50,0 a 50
-39.75,-4.25,5,2011,36.378445,23.945992,8.842704,Bacia do Curu,40.53,0 a 50,0 a 50,0 a 50
-39.5,-4.25,5,2011,39.721375,31.501415,9.184647,Bacia do Curu,54.19,0 a 50,0 a 50,0 a 50
-39.25,-4.25,5,2011,47.353973,34.96771,11.171667,Bacia do Curu,64.57,0 a 50,0 a 50,0 a 50
-39.0,-4.25,5,2011,80.30973,46.870773,17.511896,Bacia do Curu,131.15,50.1 a 100,0 a 50,0 a 50
-39.75,-4.0,5,2011,32.851192,23.666893,6.9318705,Bacia do Curu,45.77,0 a 50,0 a 50,0 a 50
-39.5,-4.0,5,2011,34.458485,24.563866,7.424286,Bacia do Curu,48.09,0 a 50,0 a 50,0 a 50
-39.25,-4.0,5,2011,44.62976,35.280586,13.1531315,Bacia do Curu,67.89,0 a 50,0 a 50,0 a 50
-39.0,-4.0,5,2011,39.95461,27.326359,15.179472,Bacia do Curu,72.55,0 a 50,0 a 50,0 a 50
-39.5,-3.75,5,2011,36.261887,28.705854,5.8833337,Bacia do Curu,61.66,0 a 50,0 a 50,0 a 50
-39.25,-3.75,5,2011,47.274277,32.265945,8.619371,Bacia do Curu,56.47,0 a 50,0 a 50,0 a 50
-39.25,-3.5,5,2011,42.419235,22.103657,5.5933013,Bacia do Curu,54.2,0 a 50,0 a 50,0 a 50
-40.0,-4.0,5,2011,26.073118,22.915369,2.9320436,Bacia do Litoral,35.28,0 a 50,0 a 50,0 a 50
-40.0,-3.75,5,2011,26.942364,20.182524,1.0509906,Bacia do Litoral,37.06,0 a 50,0 a 50,0 a 50
-39.75,-3.75,5,2011,32.714565,19.862083,5.459342,Bacia do Litoral,43.16,0 a 50,0 a 50,0 a 50
-40.0,-3.5,5,2011,38.140427,31.383244,6.1592073,Bacia do Litoral,60.79,0 a 50,0 a 50,0 a 50
-39.75,-3.5,5,2011,46.211617,31.799555,10.297155,Bacia do Litoral,61.74,0 a 50,0 a 50,0 a 50
-39.5,-3.5,5,2011,40.675114,28.29487,4.5002313,Bacia do Litoral,63.58,0 a 50,0 a 50,0 a 50
-40.0,-3.25,5,2011,42.233627,32.79722,4.8881483,Bacia do Litoral,77.93,0 a 50,0 a 50,0 a 50
-39.75,-3.25,5,2011,50.599087,36.143616,8.812608,Bacia do Litoral,91.81,50.1 a 100,0 a 50,0 a 50
-39.5,-3.25,5,2011,25.740807,12.61966,0.7554432,Bacia do Litoral,31.56,0 a 50,0 a 50,0 a 50
-39.25,-3.25,5,2011,25.37757,3.3870063,1.8743279,Bacia do Litoral,20.0,0 a 50,0 a 50,0 a 50
-40.0,-3.0,5,2011,54.410736,42.05081,13.889301,Bacia do Litoral,102.28,50.1 a 100,0 a 50,0 a 50
-39.75,-3.0,5,2011,54.80042,38.02388,12.596774,Bacia do Litoral,122.84,50.1 a 100,0 a 50,0 a 50
-38.75,-6.25,5,2011,32.0455,33.12885,10.214446,Bacia do Medio Jaguaribe,82.87,0 a 50,0 a 50,0 a 50
-39.0,-6.0,5,2011,41.76104,43.808475,12.928343,Bacia do Medio Jaguaribe,83.52,0 a 50,0 a 50,0 a 50
-38.75,-6.0,5,2011,34.882046,43.161488,11.597665,Bacia do Medio Jaguaribe,87.22,0 a 50,0 a 50,0 a 50
-38.5,-6.0,5,2011,31.348085,41.563484,10.289235,Bacia do Medio Jaguaribe,118.34,0 a 50,0 a 50,0 a 50
-38.25,-6.0,5,2011,31.642025,40.67475,9.849967,Bacia do Medio Jaguaribe,122.85,0 a 50,0 a 50,0 a 50
-39.25,-5.75,5,2011,35.058838,42.590134,11.71217,Bacia do Medio Jaguaribe,85.46,0 a 50,0 a 50,0 a 50
-39.0,-5.75,5,2011,43.121918,45.037884,13.372645,Bacia do Medio Jaguaribe,90.96,0 a 50,0 a 50,0 a 50
-38.75,-5.75,5,2011,32.101078,43.055298,11.284774,Bacia do Medio Jaguaribe,102.71,0 a 50,0 a 50,0 a 50
-38.5,-5.75,5,2011,31.693499,33.24202,9.2509985,Bacia do Medio Jaguaribe,96.59,0 a 50,0 a 50,0 a 50
-38.25,-5.75,5,2011,35.195736,30.988008,8.975848,Bacia do Medio Jaguaribe,114.76,0 a 50,0 a 50,0 a 50
-38.75,-5.5,5,2011,37.67239,32.51957,11.311045,Bacia do Medio Jaguaribe,91.77,0 a 50,0 a 50,0 a 50
-38.5,-5.5,5,2011,32.681286,34.170902,9.544334,Bacia do Medio Jaguaribe,112.51,0 a 50,0 a 50,0 a 50
-38.25,-5.5,5,2011,34.294193,28.633701,9.502373,Bacia do Medio Jaguaribe,87.76,0 a 50,0 a 50,0 a 50
-38.0,-5.5,5,2011,33.421192,30.694405,9.396864,Bacia do Medio Jaguaribe,92.02,0 a 50,0 a 50,0 a 50
-38.25,-5.25,5,2011,44.94623,35.269535,9.836704,Bacia do Medio Jaguaribe,74.32,0 a 50,0 a 50,0 a 50
-39.0,-7.75,5,2011,17.239056,21.176727,3.9429176,Bacia do Salgado,12.41,0 a 50,0 a 50,0 a 50
-39.25,-7.5,5,2011,23.849163,23.420008,5.155287,Bacia do Salgado,23.44,0 a 50,0 a 50,0 a 50
-39.0,-7.5,5,2011,23.65143,25.261534,3.8284194,Bacia do Salgado,20.09,0 a 50,0 a 50,0 a 50
-38.75,-7.5,5,2011,20.597124,31.717804,5.887454,Bacia do Salgado,25.68,0 a 50,0 a 50,0 a 50
-39.5,-7.25,5,2011,20.974125,29.135546,3.2464428,Bacia do Salgado,53.63,0 a 50,0 a 50,0 a 50
