lon,lat,mes,ano,prev_1_mes,prev_2_meses,prev_3_meses,regiao_hidro,Real,inter_pr_1,inter_pr_2,inter_pr_3
-39.25,-4.75,1,2011,123.44484,133.01512,173.08728,Bacia Metropolitana,70.48,100.1 a 200,100.1 a 200,100.1 a 200
-39.0,-4.75,1,2011,138.43228,134.53838,178.53836,Bacia Metropolitana,80.74,100.1 a 200,100.1 a 200,100.1 a 200
-38.75,-4.75,1,2011,143.15512,142.8308,191.62057,Bacia Metropolitana,138.45,100.1 a 200,100.1 a 200,100.1 a 200
-38.5,-4.75,1,2011,156.79182,152.47432,223.76599,Bacia Metropolitana,132.43,100.1 a 200,100.1 a 200,200.1 a 300
-39.0,-4.5,1,2011,133.10226,159.2582,196.63654,Bacia Metropolitana,121.47,100.1 a 200,100.1 a 200,100.1 a 200
-38.75,-4.5,1,2011,146.77182,171.81738,213.23985,Bacia Metropolitana,118.91,100.1 a 200,100.1 a 200,200.1 a 300
-38.5,-4.5,1,2011,148.14671,177.74991,232.49101,Bacia Metropolitana,111.61,100.1 a 200,100.1 a 200,200.1 a 300
-38.25,-4.5,1,2011,148.14671,179.60144,234.36987,Bacia Metropolitana,118.21,100.1 a 200,100.1 a 200,200.1 a 300
-38.0,-4.5,1,2011,167.7455,188.77408,254.35165,Bacia Metropolitana,126.17,100.1 a 200,100.1 a 200,200.1 a 300
-38.75,-4.25,1,2011,192.3888,203.02625,265.07855,Bacia Metropolitana,179.5,100.1 a 200,200.1 a 300,200.1 a 300
-38.5,-4.25,1,2011,188.23985,205.26799,277.9883,Bacia Metropolitana,132.48,100.1 a 200,200.1 a 300,200.1 a 300
-38.25,-4.25,1,2011,189.9604,206.60158,276.1848,Bacia Metropolitana,169.8,100.1 a 200,200.1 a 300,200.1 a 300
-38.75,-4.0,1,2011,204.24545,208.69919,275.78558,Bacia Metropolitana,165.24,200.1 a 300,200.1 a 300,200.1 a 300
-38.5,-4.0,1,2011,233.30446,261.54074,334.675,Bacia Metropolitana,161.52,200.1 a 300,200.1 a 300,300.1 a 400
-38.25,-4.0,1,2011,241.61398,258.28622,332.0349,Bacia Metropolitana,189.66,200.1 a 300,200.1 a 300,300.1 a 400
-39.0,-3.75,1,2011,158.01987,190.49713,223.45882,Bacia Metropolitana,100.37,100.1 a 200,100.1 a 200,200.1 a 300
-38.75,-3.75,1,2011,203.98807,205.83998,277.73077,Bacia Metropolitana,118.22,200.1 a 300,200.1 a 300,200.1 a 300
-38.5,-3.75,1,2011,252.84485,258.3482,337.7818,Bacia Metropolitana,136.04,200.1 a 300,200.1 a 300,300.1 a 400
-39.0,-3.5,1,2011,84.1772,167.97523,207.65825,Bacia Metropolitana,58.11,50.1 a 100,100.1 a 200,200.1 a 300
-41.0,-5.0,1,2011,145.8445,142.53928,168.29857,Bacia da Serra da Ibiapaba,101.06,100.1 a 200,100.1 a 200,100.1 a 200
-41.0,-4.75,1,2011,130.22505,139.50421,175.19371,Bacia da Serra da Ibiapaba,140.69,100.1 a 200,100.1 a 200,100.1 a 200
-41.0,-4.5,1,2011,113.44187,158.24243,193.04453,Bacia da Serra da Ibiapaba,110.98,100.1 a 200,100.1 a 200,100.1 a 200
-41.0,-4.25,1,2011,171.93245,211.28903,236.84186,Bacia da Serra da Ibiapaba,125.3,100.1 a 200,200.1 a 300,200.1 a 300
-41.0,-4.0,1,2011,231.73558,249.7053,309.09274,Bacia da Serra da Ibiapaba,155.24,200.1 a 300,200.1 a 300,300.1 a 400
-41.25,-3.75,1,2011,250.42413,256.6228,320.9258,Bacia da Serra da Ibiapaba,165.79,200.1 a 300,200.1 a 300,300.1 a 400
-41.25,-3.5,1,2011,263.6629,278.67828,373.03317,Bacia da Serra da Ibiapaba,196.6,200.1 a 300,200.1 a 300,300.1 a 400
-40.5,-4.75,1,2011,122.85587,142.44022,160.76515,Bacia do Acaraú,145.61,100.1 a 200,100.1 a 200,100.1 a 200
-40.25,-4.75,1,2011,119.350746,124.00571,146.3279,Bacia do Acaraú,125.85,100.1 a 200,100.1 a 200,100.1 a 200
-40.75,-4.5,1,2011,172.26907,180.31804,206.82927,Bacia do Acaraú,127.98,100.1 a 200,100.1 a 200,200.1 a 300
-40.5,-4.5,1,2011,171.4621,172.37291,192.56357,Bacia do Acaraú,151.45,100.1 a 200,100.1 a 200,100.1 a 200
-40.25,-4.5,1,2011,131.46213,153.33557,168.10928,Bacia do Acaraú,162.87,100.1 a 200,100.1 a 200,100.1 a 200
-40.0,-4.5,1,2011,91.5634,141.88528,160.45543,Bacia do Acaraú,90.39,50.1 a 100,100.1 a 200,100.1 a 200
-40.75,-4.25,1,2011,209.11542,231.31305,281.39047,Bacia do Acaraú,135.49,200.1 a 300,200.1 a 300,200.1 a 300
-40.5,-4.25,1,2011,203.24854,192.26967,228.92967,Bacia do Acaraú,114.76,200.1 a 300,100.1 a 200,200.1 a 300
-40.25,-4.25,1,2011,177.51294,176.18103,202.37755,Bacia do Acaraú,152.1,100.1 a 200,100.1 a 200,200.1 a 300
-40.0,-4.25,1,2011,150.51225,175.23936,198.05745,Bacia do Acaraú,144.35,100.1 a 200,100.1 a 200,100.1 a 200
-40.75,-4.0,1,2011,258.56787,279.1028,330.35593,Bacia do Acaraú,212.52,200.1 a 300,200.1 a 300,300.1 a 400
-40.5,-4.0,1,2011,227.55353,199.64325,243.9165,Bacia do Acaraú,135.78,200.1 a 300,100.1 a 200,200.1 a 300
-40.25,-4.0,1,2011,187.52261,184.81621,199.59888,Bacia do Acaraú,143.1,100.1 a 200,100.1 a 200,100.1 a 200
-40.5,-3.75,1,2011,175.20247,196.39877,217.0046,Bacia do Acaraú,92.14,100.1 a 200,100.1 a 200,200.1 a 300
-40.25,-3.75,1,2011,175.15578,198.10988,218.61801,Bacia do Acaraú,131.27,100.1 a 200,100.1 a 200,200.1 a 300
-40.5,-3.5,1,2011,268.4673,220.66151,280.54828,Bacia do Acaraú,192.66,200.1 a 300,200.1 a 300,200.1 a 300
-40.25,-3.5,1,2011,188.61894,210.9929,241.64555,Bacia do Acaraú,125.27,100.1 a 200,200.1 a 300,200.1 a 300
-40.25,-3.25,1,2011,246.00717,211.69746,267.9772,Bacia do Acaraú,147.02,200.1 a 300,200.1 a 300,200.1 a 300
-40.5,-7.25,1,2011,177.58359,138.17006,148.86577,Bacia do Alto Jaguaribe,92.03,100.1 a 200,100.1 a 200,100.1 a 200
-40.25,-7.25,1,2011,180.03459,138.82755,144.09393,Bacia do Alto Jaguaribe,124.18,100.1 a 200,100.1 a 200,100.1 a 200
-40.0,-7.25,1,2011,215.27147,141.01007,147.30309,Bacia do Alto Jaguaribe,166.8,200.1 a 300,100.1 a 200,100.1 a 200
-39.75,-7.25,1,2011,231.387,156.53961,164.70345,Bacia do Alto Jaguaribe,211.48,200.1 a 300,100.1 a 200,100.1 a 200
-40.25,-7.0,1,2011,165.29839,141.21579,143.00912,Bacia do Alto Jaguaribe,66.0,100.1 a 200,100.1 a 200,100.1 a 200
-40.0,-7.0,1,2011,201.93683,136.41588,148.38329,Bacia do Alto Jaguaribe,83.59,200.1 a 300,100.1 a 200,100.1 a 200
-39.75,-7.0,1,2011,230.2219,152.7238,165.02406,Bacia do Alto Jaguaribe,112.61,200.1 a 300,100.1 a 200,100.1 a 200
-39.5,-7.0,1,2011,233.1964,160.2824,171.43718,Bacia do Alto Jaguaribe,139.1,200.1 a 300,100.1 a 200,100.1 a 200
-40.25,-6.75,1,2011,146.4567,127.5594,142.24214,Bacia do Alto Jaguaribe,82.21,100.1 a 200,100.1 a 200,100.1 a 200
-40.0,-6.75,1,2011,160.65547,130.01869,143.11629,Bacia do Alto Jaguaribe,98.11,100.1 a 200,100.1 a 200,100.1 a 200
-39.75,-6.75,1,2011,196.06401,143.55418,161.02716,Bacia do Alto Jaguaribe,86.88,100.1 a 200,100.1 a 200,100.1 a 200
-39.5,-6.75,1,2011,218.49075,147.28499,170.15953,Bacia do Alto Jaguaribe,146.24,200.1 a 300,100.1 a 200,100.1 a 200
-40.75,-6.5,1,2011,125.43816,134.53639,164.6998,Bacia do Alto Jaguaribe,133.22,100.1 a 200,100.1 a 200,100.1 a 200
-40.5,-6.5,1,2011,122.87763,123.44157,146.61497,Bacia do Alto Jaguaribe,126.04,100.1 a 200,100.1 a 200,100.1 a 200
-40.25,-6.5,1,2011,111.71552,116.24496,134.52223,Bacia do Alto Jaguaribe,88.83,100.1 a 200,100.1 a 200,100.1 a 200
-40.0,-6.5,1,2011,120.95507,118.59019,146.45767,Bacia do Alto Jaguaribe,93.77,100.1 a 200,100.1 a 200,100.1 a 200
-39.75,-6.5,1,2011,142.01492,132.76324,158.86578,Bacia do Alto Jaguaribe,128.32,100.1 a 200,100.1 a 200,100.1 a 200
-39.5,-6.5,1,2011,168.92993,133.49846,162.49084,Bacia do Alto Jaguaribe,130.57,100.1 a 200,100.1 a 200,100.1 a 200
-39.25,-6.5,1,2011,206.734,140.26631,194.03049,Bacia do Alto Jaguaribe,197.68,200.1 a 300,100.1 a 200,100.1 a 200
-40.75,-6.25,1,2011,119.837036,127.0877,163.78485,Bacia do Alto Jaguaribe,128.34,100.1 a 200,100.1 a 200,100.1 a 200
-40.5,-6.25,1,2011,127.804344,115.595024,142.69098,Bacia do Alto Jaguaribe,116.07,100.1 a 200,100.1 a 200,100.1 a 200
-40.25,-6.25,1,2011,128.86162,110.92849,135.92386,Bacia do Alto Jaguaribe,83.2,100.1 a 200,100.1 a 200,100.1 a 200
-40.0,-6.25,1,2011,118.03401,112.22728,143.4128,Bacia do Alto Jaguaribe,82.68,100.1 a 200,100.1 a 200,100.1 a 200
-39.75,-6.25,1,2011,142.32022,127.57762,162.70978,Bacia do Alto Jaguaribe,66.64,100.1 a 200,100.1 a 200,100.1 a 200
-39.5,-6.25,1,2011,157.63924,127.61172,163.8905,Bacia do Alto Jaguaribe,107.5,100.1 a 200,100.1 a 200,100.1 a 200
-39.25,-6.25,1,2011,175.22942,132.74905,176.72798,Bacia do Alto Jaguaribe,119.12,100.1 a 200,100.1 a 200,100.1 a 200
-39.0,-6.25,1,2011,175.24625,138.05467,178.3501,Bacia do Alto Jaguaribe,130.69,100.1 a 200,100.1 a 200,100.1 a 200
-40.5,-6.0,1,2011,120.994316,117.78752,134.30861,Bacia do Alto Jaguaribe,95.42,100.1 a 200,100.1 a 200,100.1 a 200
-40.25,-6.0,1,2011,105.956764,113.918236,129.98582,Bacia do Alto Jaguaribe,57.24,100.1 a 200,100.1 a 200,100.1 a 200
-40.0,-6.0,1,2011,120.94231,112.799324,135.93872,Bacia do Alto Jaguaribe,72.64,100.1 a 200,100.1 a 200,100.1 a 200
-39.5,-6.0,1,2011,139.07564,126.57655,160.50844,Bacia do Alto Jaguaribe,99.3,100.1 a 200,100.1 a 200,100.1 a 200
-39.25,-6.0,1,2011,140.95348,131.06256,167.63985,Bacia do Alto Jaguaribe,102.12,100.1 a 200,100.1 a 200,100.1 a 200
-40.25,-5.75,1,2011,97.67447,112.90592,129.63438,Bacia do Alto Jaguaribe,44.67,50.1 a 100,100.1 a 200,100.1 a 200
-38.0,-5.25,1,2011,152.36281,153.88257,200.80598,Bacia do Baixo Jaguaribe,161.37,100.1 a 200,100.1 a 200,200.1 a 300
-38.25,-5.0,1,2011,152.45763,153.31706,203.3543,Bacia do Baixo Jaguaribe,145.86,100.1 a 200,100.1 a 200,200.1 a 300
-38.0,-5.0,1,2011,150.63667,154.18211,204.71698,Bacia do Baixo Jaguaribe,127.2,100.1 a 200,100.1 a 200,200.1 a 300
-37.75,-5.0,1,2011,173.48274,158.29529,222.70267,Bacia do Baixo Jaguaribe,93.18,100.1 a 200,100.1 a 200,200.1 a 300
-38.25,-4.75,1,2011,153.11433,164.05446,223.1049,Bacia do Baixo Jaguaribe,108.4,100.1 a 200,100.1 a 200,200.1 a 300
-38.0,-4.75,1,2011,151.58235,161.38618,229.88821,Bacia do Baixo Jaguaribe,95.7,100.1 a 200,100.1 a 200,200.1 a 300
-37.75,-4.75,1,2011,124.40883,156.66779,198.9716,Bacia do Baixo Jaguaribe,41.07,100.1 a 200,100.1 a 200,100.1 a 200
-37.5,-4.75,1,2011,169.75609,169.67737,251.07431,Bacia do Baixo Jaguaribe,60.87,100.1 a 200,100.1 a 200,200.1 a 300
-37.75,-4.5,1,2011,195.43324,206.89401,295.4367,Bacia do Baixo Jaguaribe,157.76,100.1 a 200,200.1 a 300,200.1 a 300
-39.75,-6.0,1,2011,135.90651,127.25392,163.04092,Bacia do Banabuiú,115.44,100.1 a 200,100.1 a 200,100.1 a 200
-40.0,-5.75,1,2011,114.98431,112.19605,138.04353,Bacia do Banabuiú,56.99,100.1 a 200,100.1 a 200,100.1 a 200
-39.75,-5.75,1,2011,138.1496,126.53065,161.70361,Bacia do Banabuiú,78.62,100.1 a 200,100.1 a 200,100.1 a 200
-39.5,-5.75,1,2011,117.46961,123.17641,157.59975,Bacia do Banabuiú,87.44,100.1 a 200,100.1 a 200,100.1 a 200
-40.0,-5.5,1,2011,112.74346,109.84641,133.19977,Bacia do Banabuiú,40.06,100.1 a 200,100.1 a 200,100.1 a 200
-39.75,-5.5,1,2011,137.43503,126.42673,166.59436,Bacia do Banabuiú,76.46,100.1 a 200,100.1 a 200,100.1 a 200
-39.5,-5.5,1,2011,137.58409,126.83723,164.0196,Bacia do Banabuiú,89.71,100.1 a 200,100.1 a 200,100.1 a 200
-39.25,-5.5,1,2011,124.62585,127.11132,170.18698,Bacia do Banabuiú,123.53,100.1 a 200,100.1 a 200,100.1 a 200
-39.0,-5.5,1,2011,125.1777,131.42601,173.42929,Bacia do Banabuiú,108.5,100.1 a 200,100.1 a 200,100.1 a 200
-40.0,-5.25,1,2011,99.58287,112.958435,136.45619,Bacia do Banabuiú,71.94,50.1 a 100,100.1 a 200,100.1 a 200
-39.75,-5.25,1,2011,121.72263,123.72231,159.67636,Bacia do Banabuiú,76.99,100.1 a 200,100.1 a 200,100.1 a 200
-39.5,-5.25,1,2011,121.871704,123.88722,158.98415,Bacia do Banabuiú,80.99,100.1 a 200,100.1 a 200,100.1 a 200
-39.25,-5.25,1,2011,124.62585,127.575966,163.98543,Bacia do Banabuiú,83.54,100.1 a 200,100.1 a 200,100.1 a 200
-39.0,-5.25,1,2011,108.91858,129.22777,170.80746,Bacia do Banabuiú,95.37,100.1 a 200,100.1 a 200,100.1 a 200
-38.75,-5.25,1,2011,113.085106,135.23058,174.53963,Bacia do Banabuiú,89.93,100.1 a 200,100.1 a 200,100.1 a 200
-38.5,-5.25,1,2011,138.19472,149.93262,187.83167,Bacia do Banabuiú,161.28,100.1 a 200,100.1 a 200,100.1 a 200
-40.0,-5.0,1,2011,92.57516,113.218575,139.69298,Bacia do Banabuiú,81.58,50.1 a 100,100.1 a 200,100.1 a 200
-39.75,-5.0,1,2011,106.5527,123.30508,153.09645,Bacia do Banabuiú,77.84,100.1 a 200,100.1 a 200,100.1 a 200
-39.5,-5.0,1,2011,107.314026,123.469986,153.67531,Bacia do Banabuiú,71.17,100.1 a 200,100.1 a 200,100.1 a 200
-39.25,-5.0,1,2011,107.17869,126.32308,163.97781,Bacia do Banabuiú,52.48,100.1 a 200,100.1 a 200,100.1 a 200
-39.0,-5.0,1,2011,112.34803,130.14574,170.88206,Bacia do Banabuiú,67.44,100.1 a 200,100.1 a 200,100.1 a 200
-38.75,-5.0,1,2011,128.2551,135.23058,175.9003,Bacia do Banabuiú,88.43,100.1 a 200,100.1 a 200,100.1 a 200
-38.5,-5.0,1,2011,144.22911,150.31848,196.43156,Bacia do Banabuiú,128.08,100.1 a 200,100.1 a 200,100.1 a 200
-40.0,-4.75,1,2011,100.955284,121.900024,147.19684,Bacia do Banabuiú,106.0,100.1 a 200,100.1 a 200,100.1 a 200
-39.75,-4.75,1,2011,98.672455,127.29166,163.67238,Bacia do Banabuiú,67.63,50.1 a 100,100.1 a 200,100.1 a 200
-39.5,-4.75,1,2011,98.65456,127.702736,164.75563,Bacia do Banabuiú,57.19,50.1 a 100,100.1 a 200,100.1 a 200
-39.5,-4.5,1,2011,109.659355,155.2472,184.15613,Bacia do Banabuiú,84.55,100.1 a 200,100.1 a 200,100.1 a 200
-41.0,-3.75,1,2011,240.176,274.19073,342.34903,Bacia do Coreaú,199.66,200.1 a 300,200.1 a 300,300.1 a 400
-40.75,-3.75,1,2011,245.46541,252.57324,290.91974,Bacia do Coreaú,157.42,200.1 a 300,200.1 a 300,200.1 a 300
-41.0,-3.5,1,2011,284.95203,275.55286,369.11484,Bacia do Coreaú,251.22,200.1 a 300,200.1 a 300,300.1 a 400
-40.75,-3.5,1,2011,263.81247,253.61588,307.94064,Bacia do Coreaú,157.31,200.1 a 300,200.1 a 300,300.1 a 400
-41.25,-3.25,1,2011,256.83792,275.48947,369.6607,Bacia do Coreaú,164.51,200.1 a 300,200.1 a 300,300.1 a 400
-41.0,-3.25,1,2011,277.36597,262.42868,350.16577,Bacia do Coreaú,178.64,200.1 a 300,200.1 a 300,300.1 a 400
-40.75,-3.25,1,2011,275.8717,255.50392,332.419,Bacia do Coreaú,190.03,200.1 a 300,200.1 a 300,300.1 a 400
-40.5,-3.25,1,2011,267.2766,234.21793,297.78305,Bacia do Coreaú,133.54,200.1 a 300,200.1 a 300,200.1 a 300
-41.25,-3.0,1,2011,266.08304,268.3118,341.59125,Bacia do Coreaú,143.63,200.1 a 300,200.1 a 300,300.1 a 400
-41.0,-3.0,1,2011,284.51715,275.90536,343.97867,Bacia do Coreaú,170.92,200.1 a 300,200.1 a 300,300.1 a 400
-40.75,-3.0,1,2011,285.39044,270.72836,342.8604,Bacia do Coreaú,186.86,200.1 a 300,200.1 a 300,300.1 a 400
-40.5,-3.0,1,2011,260.50098,235.67538,303.19962,Bacia do Coreaú,122.68,200.1 a 300,200.1 a 300,300.1 a 400
-40.25,-3.0,1,2011,235.70535,235.70314,308.90118,Bacia do Coreaú,106.42,200.1 a 300,200.1 a 300,300.1 a 400
-39.75,-4.5,1,2011,106.13596,151.43454,179.92165,Bacia do Curu,88.93,100.1 a 200,100.1 a 200,100.1 a 200
-39.25,-4.5,1,2011,134.96005,158.828,192.66302,Bacia do Curu,92.36,100.1 a 200,100.1 a 200,100.1 a 200
-39.75,-4.25,1,2011,118.93585,171.7151,201.93903,Bacia do Curu,132.91,100.1 a 200,100.1 a 200,200.1 a 300
-39.5,-4.25,1,2011,142.21259,180.29276,209.54514,Bacia do Curu,119.21,100.1 a 200,100.1 a 200,200.1 a 300
-39.25,-4.25,1,2011,157.33401,178.60284,210.81439,Bacia do Curu,134.27,100.1 a 200,100.1 a 200,200.1 a 300
-39.0,-4.25,1,2011,183.6579,187.78203,258.74716,Bacia do Curu,204.87,100.1 a 200,100.1 a 200,200.1 a 300
-39.75,-4.0,1,2011,122.32219,180.30527,197.03004,Bacia do Curu,136.63,100.1 a 200,100.1 a 200,100.1 a 200
-39.5,-4.0,1,2011,121.421036,201.58594,223.75275,Bacia do Curu,108.47,100.1 a 200,200.1 a 300,200.1 a 300
-39.25,-4.0,1,2011,179.57562,193.34831,235.43077,Bacia do Curu,105.58,100.1 a 200,100.1 a 200,200.1 a 300
-39.0,-4.0,1,2011,157.22751,188.31253,223.00613,Bacia do Curu,88.42,100.1 a 200,100.1 a 200,200.1 a 300
-39.5,-3.75,1,2011,121.32598,186.11,209.69135,Bacia do Curu,100.42,100.1 a 200,100.1 a 200,200.1 a 300
-39.25,-3.75,1,2011,157.28424,189.21794,216.36404,Bacia do Curu,89.35,100.1 a 200,100.1 a 200,200.1 a 300
-39.25,-3.5,1,2011,127.46449,177.63112,203.7435,Bacia do Curu,86.4,100.1 a 200,100.1 a 200,200.1 a 300
-40.0,-4.0,1,2011,156.39104,184.22322,205.80057,Bacia do Litoral,160.76,100.1 a 200,100.1 a 200,200.1 a 300
-40.0,-3.75,1,2011,157.31813,181.41592,198.05707,Bacia do Litoral,111.02,100.1 a 200,100.1 a 200,100.1 a 200
-39.75,-3.75,1,2011,96.49995,174.83788,192.17921,Bacia do Litoral,79.36,50.1 a 100,100.1 a 200,100.1 a 200
-40.0,-3.5,1,2011,184.20123,188.587,212.99615,Bacia do Litoral,125.24,100.1 a 200,100.1 a 200,200.1 a 300
-39.75,-3.5,1,2011,179.59927,192.22308,218.71748,Bacia do Litoral,108.86,100.1 a 200,100.1 a 200,200.1 a 300
-39.5,-3.5,1,2011,165.94171,187.06923,224.07333,Bacia do Litoral,108.07,100.1 a 200,100.1 a 200,200.1 a 300
-40.0,-3.25,1,2011,225.77657,188.75005,235.80247,Bacia do Litoral,139.54,200.1 a 300,100.1 a 200,200.1 a 300
-39.75,-3.25,1,2011,236.75037,191.73009,257.98776,Bacia do Litoral,100.16,200.1 a 300,100.1 a 200,200.1 a 300
-39.5,-3.25,1,2011,58.551598,153.01147,186.85663,Bacia do Litoral,19.61,50.1 a 100,100.1 a 200,100.1 a 200
-39.25,-3.25,1,2011,40.51721,129.79584,172.0298,Bacia do Litoral,15.89,0 a 50,100.1 a 200,100.1 a 200
-40.0,-3.0,1,2011,243.05513,234.27603,299.15805,Bacia do Litoral,104.79,200.1 a 300,200.1 a 300,200.1 a 300
-39.75,-3.0,1,2011,241.4101,247.65877,330.3123,Bacia do Litoral,88.05,200.1 a 300,200.1 a 300,300.1 a 400
-38.75,-6.25,1,2011,170.7811,134.85318,172.21014,Bacia do Medio Jaguaribe,146.88,100.1 a 200,100.1 a 200,100.1 a 200
-39.0,-6.0,1,2011,147.46802,137.59895,178.22253,Bacia do Medio Jaguaribe,134.49,100.1 a 200,100.1 a 200,100.1 a 200
-38.75,-6.0,1,2011,162.701,141.55005,182.99777,Bacia do Medio Jaguaribe,132.09,100.1 a 200,100.1 a 200,100.1 a 200
-38.5,-6.0,1,2011,173.5624,158.68355,205.57077,Bacia do Medio Jaguaribe,136.0,100.1 a 200,100.1 a 200,200.1 a 300
-38.25,-6.0,1,2011,176.57277,155.27296,200.99605,Bacia do Medio Jaguaribe,122.51,100.1 a 200,100.1 a 200,200.1 a 300
-39.25,-5.75,1,2011,109.4559,128.44934,167.54099,Bacia do Medio Jaguaribe,100.6,100.1 a 200,100.1 a 200,100.1 a 200
-39.0,-5.75,1,2011,125.01539,140.63985,188.96259,Bacia do Medio Jaguaribe,130.17,100.1 a 200,100.1 a 200,100.1 a 200
-38.75,-5.75,1,2011,142.85599,137.58145,180.10847,Bacia do Medio Jaguaribe,103.03,100.1 a 200,100.1 a 200,100.1 a 200
-38.5,-5.75,1,2011,153.24617,152.27808,199.30086,Bacia do Medio Jaguaribe,94.27,100.1 a 200,100.1 a 200,100.1 a 200
-38.25,-5.75,1,2011,150.66853,152.3076,199.70587,Bacia do Medio Jaguaribe,90.75,100.1 a 200,100.1 a 200,100.1 a 200
-38.75,-5.5,1,2011,127.143616,137.88309,178.83943,Bacia do Medio Jaguaribe,106.38,100.1 a 200,100.1 a 200,100.1 a 200
-38.5,-5.5,1,2011,142.18053,148.97624,192.13129,Bacia do Medio Jaguaribe,115.37,100.1 a 200,100.1 a 200,100.1 a 200
-38.25,-5.5,1,2011,144.22911,152.3076,194.66916,Bacia do Medio Jaguaribe,139.55,100.1 a 200,100.1 a 200,100.1 a 200
-38.0,-5.5,1,2011,145.96095,155.25652,192.9237,Bacia do Medio Jaguaribe,124.86,100.1 a 200,100.1 a 200,100.1 a 200
-38.25,-5.25,1,2011,149.82579,152.25305,201.64946,Bacia do Medio Jaguaribe,190.74,100.1 a 200,100.1 a 200,200.1 a 300
-39.0,-7.75,1,2011,182.90366,150.27078,141.55959,Bacia do Salgado,83.34,100.1 a 200,100.1 a 200,100.1 a 200
-39.25,-7.5,1,2011,218.9108,164.52266,172.2782,Bacia do Salgado,94.69,200.1 a 300,100.1 a 200,100.1 a 200
-39.0,-7.5,1,2011,217.80864,173.45763,175.31232,Bacia do Salgado,108.46,200.1 a 300,100.1 a 200,100.1 a 200
-38.75,-7.5,1,2011,209.64546,167.39232,171.42673,Bacia do Salgado,119.19,200.1 a 300,100.1 a 200,100.1 a 200
-39.5,-7.25,1,2011,254.49881,169.64877,166.30107,Bacia do Salgado,170.96,200.1 a 300,100.1 a 200,100.1 a 200
-39.25,-7.25,1,2011,297.54788,198.16444,183.88316,Bacia do Salgado,134.4,200.1 a 300,100.1 a 200,100.1 a 200
-39.0,-7.25,1,2011,263.32462,172.24545,175.60545,Bacia do Salgado,139.46,200.1 a 300,100.1 a 200,100.1 a 200
-38.75,-7.25,1,2011,255.56903,169.68526,174.42867,Bacia do Salgado,127.47,200.1 a 300,100.1 a 200,100.1 a 200
-39.25,-7.0,1,2011,302.82367,174.97795,177.2191,Bacia do Salgado,191.31,300.1 a 400,100.1 a 200,100.1 a 200
-39.0,-7.0,1,2011,281.13336,167.48064,171.96088,Bacia do Salgado,179.42,200.1 a 300,100.1 a 200,100.1 a 200
-38.75,-7.0,1,2011,289.16156,181.13466,177.5624,Bacia do Salgado,141.67,200.1 a 300,100.1 a 200,100.1 a 200
-39.25,-6.75,1,2011,268.42325,157.92046,200.77588,Bacia do Salgado,278.6,200.1 a 300,100.1 a 200,200.1 a 300
-39.0,-6.75,1,2011,252.34422,164.54753,202.16916,Bacia do Salgado,181.33,200.1 a 300,100.1 a 200,200.1 a 300
-38.75,-6.75,1,2011,263.15292,171.46988,204.9166,Bacia do Salgado,171.48,200.1 a 300,100.1 a 200,200.1 a 300
-39.0,-6.5,1,2011,205.31548,146.12463,182.10594,Bacia do Salgado,209.53,200.1 a 300,100.1 a 200,100.1 a 200
-38.75,-6.5,1,2011,194.24402,152.05176,179.37234,Bacia do Salgado,193.32,100.1 a 200,100.1 a 200,100.1 a 200
-40.75,-6.0,1,2011,112.44647,128.5486,151.08473,Bacia dos Sertões de Crateús,100.64,100.1 a 200,100.1 a 200,100.1 a 200
-40.75,-5.75,1,2011,124.050804,128.81721,149.4861,Bacia dos Sertões de Crateús,80.35,100.1 a 200,100.1 a 200,100.1 a 200
-40.5,-5.75,1,2011,116.06215,116.0908,137.77275,Bacia dos Sertões de Crateús,56.89,100.1 a 200,100.1 a 200,100.1 a 200
-40.75,-5.5,1,2011,123.14015,126.98995,147.52626,Bacia dos Sertões de Crateús,84.55,100.1 a 200,100.1 a 200,100.1 a 200
-40.5,-5.5,1,2011,119.07663,116.8233,140.6917,Bacia dos Sertões de Crateús,52.81,100.1 a 200,100.1 a 200,100.1 a 200
-40.25,-5.5,1,2011,125.74706,113.602264,132.9153,Bacia dos Sertões de Crateús,44.95,100.1 a 200,100.1 a 200,100.1 a 200
-40.75,-5.25,1,2011,147.45644,138.92679,161.94638,Bacia dos Sertões de Crateús,102.96,100.1 a 200,100.1 a 200,100.1 a 200
-40.5,-5.25,1,2011,132.25002,125.55601,146.66608,Bacia dos Sertões de Crateús,91.21,100.1 a 200,100.1 a 200,100.1 a 200
-40.25,-5.25,1,2011,130.5356,117.08411,135.61624,Bacia dos Sertões de Crateús,78.51,100.1 a 200,100.1 a 200,100.1 a 200
-40.75,-5.0,1,2011,137.24065,136.66867,166.79471,Bacia dos Sertões de Crateús,125.25,100.1 a 200,100.1 a 200,100.1 a 200
-40.5,-5.0,1,2011,125.053825,118.340195,146.50633,Bacia dos Sertões de Crateús,107.71,100.1 a 200,100.1 a 200,100.1 a 200
-40.25,-5.0,1,2011,91.18541,113.22918,137.98248,Bacia dos Sertões de Crateús,72.72,50.1 a 100,100.1 a 200,100.1 a 200
-40.75,-4.75,1,2011,131.81598,151.70766,174.24191,Bacia dos Sertões de Crateús,158.46,100.1 a 200,100.1 a 200,100.1 a 200
-39.25,-4.75,2,2011,145.68344,184.39752,126.955925,Bacia Metropolitana,146.12,100.1 a 200,100.1 a 200,100.1 a 200
